dataset,feature,feature_type,band,channel,coefficient
wang,wpli_alpha_C4_Fz,wpli,alpha,C4-Fz,0.0
wang,wpli_beta_C4_Fz,wpli,beta,C4-Fz,0.0
wang,wpli_gamma_C4_Fz,wpli,gamma,C4-Fz,0.0
wang,wpli_delta_F3_Fz,wpli,delta,F3-Fz,0.0
wang,wpli_theta_F3_Fz,wpli,theta,F3-Fz,0.0
wang,wpli_alpha_F3_Fz,wpli,alpha,F3-Fz,0.0
wang,wpli_beta_F3_Fz,wpli,beta,F3-Fz,0.7903030331230754
wang,wpli_gamma_F3_Fz,wpli,gamma,F3-Fz,0.0
wang,wpli_delta_F4_Fz,wpli,delta,F4-Fz,0.0
wang,wpli_theta_F4_Fz,wpli,theta,F4-Fz,0.13716524750559486
wang,wpli_alpha_F4_Fz,wpli,alpha,F4-Fz,0.0
wang,wpli_beta_F4_Fz,wpli,beta,F4-Fz,-0.3889289672282574
wang,wpli_gamma_F4_Fz,wpli,gamma,F4-Fz,0.0
wang,wpli_delta_F7_Fz,wpli,delta,F7-Fz,0.0
wang,wpli_theta_F7_Fz,wpli,theta,F7-Fz,0.0
wang,wpli_alpha_F7_Fz,wpli,alpha,F7-Fz,0.0
wang,wpli_beta_F7_Fz,wpli,beta,F7-Fz,0.0
wang,wpli_gamma_F7_Fz,wpli,gamma,F7-Fz,0.0
wang,wpli_delta_F8_Fz,wpli,delta,F8-Fz,-0.6104273098365337
wang,wpli_theta_F8_Fz,wpli,theta,F8-Fz,0.0
wang,wpli_alpha_F8_Fz,wpli,alpha,F8-Fz,0.0
wang,wpli_beta_F8_Fz,wpli,beta,F8-Fz,0.0
wang,wpli_gamma_F8_Fz,wpli,gamma,F8-Fz,-0.7761717739207153
wang,wpli_delta_Fp1_Fz,wpli,delta,Fp1-Fz,-2.076417112918814
wang,wpli_theta_Fp1_Fz,wpli,theta,Fp1-Fz,0.4209221967034638
wang,wpli_alpha_Fp1_Fz,wpli,alpha,Fp1-Fz,0.0
wang,wpli_beta_Fp1_Fz,wpli,beta,Fp1-Fz,0.0
wang,wpli_gamma_Fp1_Fz,wpli,gamma,Fp1-Fz,0.0
wang,wpli_delta_Fp2_Fz,wpli,delta,Fp2-Fz,0.0
wang,wpli_theta_Fp2_Fz,wpli,theta,Fp2-Fz,0.0
wang,wpli_alpha_Fp2_Fz,wpli,alpha,Fp2-Fz,0.0
wang,wpli_beta_Fp2_Fz,wpli,beta,Fp2-Fz,0.0
wang,wpli_gamma_Fp2_Fz,wpli,gamma,Fp2-Fz,-1.486979091846836
wang,wpli_delta_C3_P7,wpli,delta,C3-P7,0.0
wang,wpli_theta_C3_P7,wpli,theta,C3-P7,0.0
wang,wpli_alpha_C3_P7,wpli,alpha,C3-P7,0.0
wang,wpli_beta_C3_P7,wpli,beta,C3-P7,0.0
wang,wpli_gamma_C3_P7,wpli,gamma,C3-P7,0.0
wang,wpli_delta_C4_P7,wpli,delta,C4-P7,0.0
wang,wpli_theta_C4_P7,wpli,theta,C4-P7,0.0
wang,wpli_alpha_C4_P7,wpli,alpha,C4-P7,0.0
wang,wpli_beta_C4_P7,wpli,beta,C4-P7,0.0
wang,wpli_gamma_C4_P7,wpli,gamma,C4-P7,0.0
wang,wpli_delta_F3_P7,wpli,delta,F3-P7,0.0
wang,wpli_theta_F3_P7,wpli,theta,F3-P7,0.0
wang,wpli_alpha_F3_P7,wpli,alpha,F3-P7,0.0
wang,wpli_beta_F3_P7,wpli,beta,F3-P7,0.0
wang,wpli_gamma_F3_P7,wpli,gamma,F3-P7,0.0
wang,wpli_delta_F4_P7,wpli,delta,F4-P7,0.0
wang,wpli_theta_F4_P7,wpli,theta,F4-P7,0.0
wang,wpli_alpha_F4_P7,wpli,alpha,F4-P7,0.0
wang,wpli_beta_F4_P7,wpli,beta,F4-P7,0.0
wang,wpli_gamma_F4_P7,wpli,gamma,F4-P7,0.0
wang,wpli_delta_F7_P7,wpli,delta,F7-P7,0.0
wang,wpli_theta_F7_P7,wpli,theta,F7-P7,0.0
wang,wpli_alpha_F7_P7,wpli,alpha,F7-P7,0.5877262682024131
wang,wpli_beta_F7_P7,wpli,beta,F7-P7,0.0
wang,wpli_gamma_F7_P7,wpli,gamma,F7-P7,0.3718811347194863
wang,wpli_delta_F8_P7,wpli,delta,F8-P7,-0.27137815336850984
wang,wpli_theta_F8_P7,wpli,theta,F8-P7,0.0
wang,wpli_alpha_F8_P7,wpli,alpha,F8-P7,0.0
wang,wpli_beta_F8_P7,wpli,beta,F8-P7,0.0
wang,wpli_gamma_F8_P7,wpli,gamma,F8-P7,0.0
wang,wpli_delta_Fp1_P7,wpli,delta,Fp1-P7,0.0
wang,wpli_theta_Fp1_P7,wpli,theta,Fp1-P7,0.0
wang,wpli_alpha_Fp1_P7,wpli,alpha,Fp1-P7,0.0
wang,wpli_beta_Fp1_P7,wpli,beta,Fp1-P7,0.0
wang,wpli_gamma_Fp1_P7,wpli,gamma,Fp1-P7,0.0
wang,wpli_delta_Fp2_P7,wpli,delta,Fp2-P7,0.0
wang,wpli_theta_Fp2_P7,wpli,theta,Fp2-P7,1.3556640268347664
wang,wpli_alpha_Fp2_P7,wpli,alpha,Fp2-P7,0.0
wang,wpli_beta_Fp2_P7,wpli,beta,Fp2-P7,1.4612272513008677
wang,wpli_gamma_Fp2_P7,wpli,gamma,Fp2-P7,0.06656931554933712
wang,wpli_delta_Fz_P7,wpli,delta,Fz-P7,0.0
wang,wpli_theta_Fz_P7,wpli,theta,Fz-P7,0.0
wang,wpli_alpha_Fz_P7,wpli,alpha,Fz-P7,0.0
wang,wpli_beta_Fz_P7,wpli,beta,Fz-P7,0.0
wang,wpli_gamma_Fz_P7,wpli,gamma,Fz-P7,0.0
wang,wpli_delta_C3_P8,wpli,delta,C3-P8,0.0
wang,wpli_theta_C3_P8,wpli,theta,C3-P8,0.0
wang,wpli_alpha_C3_P8,wpli,alpha,C3-P8,0.0
wang,wpli_beta_C3_P8,wpli,beta,C3-P8,0.0
wang,wpli_gamma_C3_P8,wpli,gamma,C3-P8,0.0
wang,wpli_delta_C4_P8,wpli,delta,C4-P8,0.0
wang,wpli_theta_C4_P8,wpli,theta,C4-P8,0.0
wang,wpli_alpha_C4_P8,wpli,alpha,C4-P8,0.0
wang,wpli_beta_C4_P8,wpli,beta,C4-P8,0.0
wang,wpli_gamma_C4_P8,wpli,gamma,C4-P8,0.0
wang,wpli_delta_F3_P8,wpli,delta,F3-P8,0.3826581457570395
wang,wpli_theta_F3_P8,wpli,theta,F3-P8,0.0
wang,wpli_alpha_F3_P8,wpli,alpha,F3-P8,0.0
wang,wpli_beta_F3_P8,wpli,beta,F3-P8,0.0
wang,wpli_gamma_F3_P8,wpli,gamma,F3-P8,0.0
wang,wpli_delta_F4_P8,wpli,delta,F4-P8,0.0
wang,wpli_theta_F4_P8,wpli,theta,F4-P8,1.5872506312485184
wang,wpli_alpha_F4_P8,wpli,alpha,F4-P8,0.0
wang,wpli_beta_F4_P8,wpli,beta,F4-P8,0.0
wang,wpli_gamma_F4_P8,wpli,gamma,F4-P8,0.0
wang,wpli_delta_F7_P8,wpli,delta,F7-P8,0.0
wang,wpli_theta_F7_P8,wpli,theta,F7-P8,-1.4270226141765194
wang,wpli_alpha_F7_P8,wpli,alpha,F7-P8,0.0
wang,wpli_beta_F7_P8,wpli,beta,F7-P8,0.0
wang,wpli_gamma_F7_P8,wpli,gamma,F7-P8,0.0
wang,wpli_delta_F8_P8,wpli,delta,F8-P8,0.0
wang,wpli_theta_F8_P8,wpli,theta,F8-P8,1.8086103732502434
wang,wpli_alpha_F8_P8,wpli,alpha,F8-P8,0.0
wang,wpli_beta_F8_P8,wpli,beta,F8-P8,-1.5205562616249566
wang,wpli_gamma_F8_P8,wpli,gamma,F8-P8,0.0
wang,wpli_delta_Fp1_P8,wpli,delta,Fp1-P8,-4.4275379395958705
wang,wpli_theta_Fp1_P8,wpli,theta,Fp1-P8,0.0
wang,wpli_alpha_Fp1_P8,wpli,alpha,Fp1-P8,0.0
wang,wpli_beta_Fp1_P8,wpli,beta,Fp1-P8,-4.299668027126176
wang,wpli_gamma_Fp1_P8,wpli,gamma,Fp1-P8,0.0
wang,wpli_delta_Fp2_P8,wpli,delta,Fp2-P8,0.0
wang,wpli_theta_Fp2_P8,wpli,theta,Fp2-P8,0.0
wang,wpli_alpha_Fp2_P8,wpli,alpha,Fp2-P8,0.0
wang,wpli_beta_Fp2_P8,wpli,beta,Fp2-P8,0.0
wang,wpli_gamma_Fp2_P8,wpli,gamma,Fp2-P8,0.0
wang,wpli_delta_Fz_P8,wpli,delta,Fz-P8,1.9683228127025703
wang,wpli_theta_Fz_P8,wpli,theta,Fz-P8,0.0
wang,wpli_alpha_Fz_P8,wpli,alpha,Fz-P8,0.0
wang,wpli_beta_Fz_P8,wpli,beta,Fz-P8,0.0
wang,wpli_gamma_Fz_P8,wpli,gamma,Fz-P8,0.0
wang,wpli_delta_P7_P8,wpli,delta,P7-P8,0.0
wang,wpli_theta_P7_P8,wpli,theta,P7-P8,0.0
wang,wpli_alpha_P7_P8,wpli,alpha,P7-P8,0.0
wang,wpli_beta_P7_P8,wpli,beta,P7-P8,-0.6003424399769283
wang,wpli_gamma_P7_P8,wpli,gamma,P7-P8,0.0
wang,wpli_delta_C3_T7,wpli,delta,C3-T7,0.0
wang,wpli_theta_C3_T7,wpli,theta,C3-T7,0.0
wang,wpli_alpha_C3_T7,wpli,alpha,C3-T7,0.0
wang,wpli_beta_C3_T7,wpli,beta,C3-T7,0.0
wang,wpli_gamma_C3_T7,wpli,gamma,C3-T7,1.5574285726723143
wang,wpli_delta_C4_T7,wpli,delta,C4-T7,-0.13503976324775357
wang,wpli_theta_C4_T7,wpli,theta,C4-T7,0.0
wang,wpli_alpha_C4_T7,wpli,alpha,C4-T7,0.0
wang,wpli_beta_C4_T7,wpli,beta,C4-T7,0.0
wang,wpli_gamma_C4_T7,wpli,gamma,C4-T7,0.0
wang,wpli_delta_F3_T7,wpli,delta,F3-T7,0.0
wang,wpli_theta_F3_T7,wpli,theta,F3-T7,0.0
wang,wpli_alpha_F3_T7,wpli,alpha,F3-T7,0.0
wang,wpli_beta_F3_T7,wpli,beta,F3-T7,0.0
wang,wpli_gamma_F3_T7,wpli,gamma,F3-T7,0.0
wang,wpli_delta_F4_T7,wpli,delta,F4-T7,-0.06297549222770137
wang,wpli_theta_F4_T7,wpli,theta,F4-T7,0.0
wang,wpli_alpha_F4_T7,wpli,alpha,F4-T7,0.0
wang,wpli_beta_F4_T7,wpli,beta,F4-T7,0.0
wang,wpli_gamma_F4_T7,wpli,gamma,F4-T7,0.0
wang,wpli_delta_F7_T7,wpli,delta,F7-T7,-0.5974449694802216
wang,wpli_theta_F7_T7,wpli,theta,F7-T7,0.0
wang,wpli_alpha_F7_T7,wpli,alpha,F7-T7,0.0
wang,wpli_beta_F7_T7,wpli,beta,F7-T7,0.0
wang,wpli_gamma_F7_T7,wpli,gamma,F7-T7,0.0
wang,wpli_delta_F8_T7,wpli,delta,F8-T7,0.0
wang,wpli_theta_F8_T7,wpli,theta,F8-T7,0.0
wang,wpli_alpha_F8_T7,wpli,alpha,F8-T7,-1.3038912954117643
wang,wpli_beta_F8_T7,wpli,beta,F8-T7,0.0
wang,wpli_gamma_F8_T7,wpli,gamma,F8-T7,0.0
wang,wpli_delta_Fp1_T7,wpli,delta,Fp1-T7,0.0
wang,wpli_theta_Fp1_T7,wpli,theta,Fp1-T7,0.0
wang,wpli_alpha_Fp1_T7,wpli,alpha,Fp1-T7,1.6402077341276238
wang,wpli_beta_Fp1_T7,wpli,beta,Fp1-T7,0.0
wang,wpli_gamma_Fp1_T7,wpli,gamma,Fp1-T7,-0.32900142799065346
wang,wpli_delta_Fp2_T7,wpli,delta,Fp2-T7,0.0
wang,wpli_theta_Fp2_T7,wpli,theta,Fp2-T7,0.0
wang,wpli_alpha_Fp2_T7,wpli,alpha,Fp2-T7,0.0
wang,wpli_beta_Fp2_T7,wpli,beta,Fp2-T7,0.0
wang,wpli_gamma_Fp2_T7,wpli,gamma,Fp2-T7,0.0
wang,wpli_delta_Fz_T7,wpli,delta,Fz-T7,0.0
wang,wpli_theta_Fz_T7,wpli,theta,Fz-T7,0.0
wang,wpli_alpha_Fz_T7,wpli,alpha,Fz-T7,0.0
wang,wpli_beta_Fz_T7,wpli,beta,Fz-T7,0.0
wang,wpli_gamma_Fz_T7,wpli,gamma,Fz-T7,0.0
wang,wpli_delta_P7_T7,wpli,delta,P7-T7,0.0
wang,wpli_theta_P7_T7,wpli,theta,P7-T7,0.0
wang,wpli_alpha_P7_T7,wpli,alpha,P7-T7,0.0
wang,wpli_beta_P7_T7,wpli,beta,P7-T7,-1.0648926364769022
wang,wpli_gamma_P7_T7,wpli,gamma,P7-T7,0.0
wang,wpli_delta_P8_T7,wpli,delta,P8-T7,0.0
wang,wpli_theta_P8_T7,wpli,theta,P8-T7,0.0
wang,wpli_alpha_P8_T7,wpli,alpha,P8-T7,0.0
wang,wpli_beta_P8_T7,wpli,beta,P8-T7,0.0
wang,wpli_gamma_P8_T7,wpli,gamma,P8-T7,0.0
wang,wpli_delta_C3_T8,wpli,delta,C3-T8,0.0
wang,wpli_theta_C3_T8,wpli,theta,C3-T8,0.0
wang,wpli_alpha_C3_T8,wpli,alpha,C3-T8,0.0
wang,wpli_beta_C3_T8,wpli,beta,C3-T8,0.0
wang,wpli_gamma_C3_T8,wpli,gamma,C3-T8,0.0
wang,wpli_delta_C4_T8,wpli,delta,C4-T8,0.0
wang,wpli_theta_C4_T8,wpli,theta,C4-T8,0.0
wang,wpli_alpha_C4_T8,wpli,alpha,C4-T8,0.0
wang,wpli_beta_C4_T8,wpli,beta,C4-T8,0.0
wang,wpli_gamma_C4_T8,wpli,gamma,C4-T8,0.0
wang,wpli_delta_F3_T8,wpli,delta,F3-T8,0.0
wang,wpli_theta_F3_T8,wpli,theta,F3-T8,0.0
wang,wpli_alpha_F3_T8,wpli,alpha,F3-T8,2.5454342807502797
wang,wpli_beta_F3_T8,wpli,beta,F3-T8,2.045716122800984
wang,wpli_gamma_F3_T8,wpli,gamma,F3-T8,0.0
wang,wpli_delta_F4_T8,wpli,delta,F4-T8,-2.072459253099373
wang,wpli_theta_F4_T8,wpli,theta,F4-T8,0.0
wang,wpli_alpha_F4_T8,wpli,alpha,F4-T8,0.0
wang,wpli_beta_F4_T8,wpli,beta,F4-T8,0.0
wang,wpli_gamma_F4_T8,wpli,gamma,F4-T8,0.0
wang,wpli_delta_F7_T8,wpli,delta,F7-T8,0.0
wang,wpli_theta_F7_T8,wpli,theta,F7-T8,0.0
wang,wpli_alpha_F7_T8,wpli,alpha,F7-T8,0.0
wang,wpli_beta_F7_T8,wpli,beta,F7-T8,0.0
wang,wpli_gamma_F7_T8,wpli,gamma,F7-T8,0.0
wang,wpli_delta_F8_T8,wpli,delta,F8-T8,0.0
wang,wpli_theta_F8_T8,wpli,theta,F8-T8,0.0
wang,wpli_alpha_F8_T8,wpli,alpha,F8-T8,0.0
wang,wpli_beta_F8_T8,wpli,beta,F8-T8,0.0
wang,wpli_gamma_F8_T8,wpli,gamma,F8-T8,0.0
wang,wpli_delta_Fp1_T8,wpli,delta,Fp1-T8,0.0
wang,wpli_theta_Fp1_T8,wpli,theta,Fp1-T8,0.0
wang,wpli_alpha_Fp1_T8,wpli,alpha,Fp1-T8,0.0
wang,wpli_beta_Fp1_T8,wpli,beta,Fp1-T8,0.0
wang,wpli_gamma_Fp1_T8,wpli,gamma,Fp1-T8,0.0
wang,wpli_delta_Fp2_T8,wpli,delta,Fp2-T8,0.0
wang,wpli_theta_Fp2_T8,wpli,theta,Fp2-T8,0.0
wang,wpli_alpha_Fp2_T8,wpli,alpha,Fp2-T8,0.0
wang,wpli_beta_Fp2_T8,wpli,beta,Fp2-T8,0.0
wang,wpli_gamma_Fp2_T8,wpli,gamma,Fp2-T8,0.0
wang,wpli_delta_Fz_T8,wpli,delta,Fz-T8,0.0
wang,wpli_theta_Fz_T8,wpli,theta,Fz-T8,0.0
wang,wpli_alpha_Fz_T8,wpli,alpha,Fz-T8,0.0
wang,wpli_beta_Fz_T8,wpli,beta,Fz-T8,0.0
wang,wpli_gamma_Fz_T8,wpli,gamma,Fz-T8,0.0
wang,wpli_delta_P7_T8,wpli,delta,P7-T8,0.0
wang,wpli_theta_P7_T8,wpli,theta,P7-T8,0.0
wang,wpli_alpha_P7_T8,wpli,alpha,P7-T8,0.0
wang,wpli_beta_P7_T8,wpli,beta,P7-T8,0.0
wang,wpli_gamma_P7_T8,wpli,gamma,P7-T8,-1.910807231374121
wang,wpli_delta_P8_T8,wpli,delta,P8-T8,0.0
wang,wpli_theta_P8_T8,wpli,theta,P8-T8,0.982934956851466
wang,wpli_alpha_P8_T8,wpli,alpha,P8-T8,0.0
wang,wpli_beta_P8_T8,wpli,beta,P8-T8,0.0
wang,wpli_gamma_P8_T8,wpli,gamma,P8-T8,0.0
wang,wpli_delta_T7_T8,wpli,delta,T7-T8,-1.52395847543864
wang,wpli_theta_T7_T8,wpli,theta,T7-T8,0.0
wang,wpli_alpha_T7_T8,wpli,alpha,T7-T8,0.0
wang,wpli_beta_T7_T8,wpli,beta,T7-T8,0.0
wang,wpli_gamma_T7_T8,wpli,gamma,T7-T8,0.0
wang,plzc_C3,plzc,,C3,0.0
wang,plzc_C4,plzc,,C4,0.0
wang,plzc_F3,plzc,,F3,0.0
wang,plzc_F4,plzc,,F4,0.0
wang,plzc_F7,plzc,,F7,0.0
wang,plzc_F8,plzc,,F8,0.0
wang,plzc_Fp1,plzc,,Fp1,0.0
wang,plzc_Fp2,plzc,,Fp2,0.0
wang,plzc_Fz,plzc,,Fz,0.0
wang,plzc_P7,plzc,,P7,0.0
wang,plzc_P8,plzc,,P8,0.0
wang,plzc_T7,plzc,,T7,0.0
wang,plzc_T8,plzc,,T8,0.0
